image,mask
cats_images/2009_000955.jpg,cats_annotation/2009_000955.mat
cats_images/2008_007589.jpg,cats_annotation/2008_007589.mat
cats_images/2010_000043.jpg,cats_annotation/2010_000043.mat
cats_images/2010_005791.jpg,cats_annotation/2010_005791.mat
cats_images/2010_005938.jpg,cats_annotation/2010_005938.mat
cats_images/2010_005241.jpg,cats_annotation/2010_005241.mat
cats_images/2010_001401.jpg,cats_annotation/2010_001401.mat
cats_images/2008_006967.jpg,cats_annotation/2008_006967.mat
cats_images/2009_004434.jpg,cats_annotation/2009_004434.mat
cats_images/2010_000675.jpg,cats_annotation/2010_000675.mat
cats_images/2010_001754.jpg,cats_annotation/2010_001754.mat
cats_images/2010_004553.jpg,cats_annotation/2010_004553.mat
cats_images/2010_004306.jpg,cats_annotation/2010_004306.mat
cats_images/2010_003665.jpg,cats_annotation/2010_003665.mat
cats_images/2010_005442.jpg,cats_annotation/2010_005442.mat
cats_images/2010_003687.jpg,cats_annotation/2010_003687.mat
cats_images/2008_006576.jpg,cats_annotation/2008_006576.mat
cats_images/2008_003303.jpg,cats_annotation/2008_003303.mat
cats_images/2010_002137.jpg,cats_annotation/2010_002137.mat
cats_images/2010_002512.jpg,cats_annotation/2010_002512.mat
cats_images/2009_000304.jpg,cats_annotation/2009_000304.mat
cats_images/2009_002837.jpg,cats_annotation/2009_002837.mat
cats_images/2010_004244.jpg,cats_annotation/2010_004244.mat
cats_images/2010_004808.jpg,cats_annotation/2010_004808.mat
cats_images/2010_006078.jpg,cats_annotation/2010_006078.mat
cats_images/2009_003415.jpg,cats_annotation/2009_003415.mat
cats_images/2010_000712.jpg,cats_annotation/2010_000712.mat
cats_images/2008_000060.jpg,cats_annotation/2008_000060.mat
cats_images/2010_004060.jpg,cats_annotation/2010_004060.mat
cats_images/2009_002704.jpg,cats_annotation/2009_002704.mat
cats_images/2010_002026.jpg,cats_annotation/2010_002026.mat
cats_images/2010_004874.jpg,cats_annotation/2010_004874.mat
cats_images/2010_001884.jpg,cats_annotation/2010_001884.mat
cats_images/2009_001391.jpg,cats_annotation/2009_001391.mat
cats_images/2008_006753.jpg,cats_annotation/2008_006753.mat
cats_images/2010_003928.jpg,cats_annotation/2010_003928.mat
cats_images/2009_001933.jpg,cats_annotation/2009_001933.mat
cats_images/2010_001700.jpg,cats_annotation/2010_001700.mat
cats_images/2009_003626.jpg,cats_annotation/2009_003626.mat
cats_images/2008_007873.jpg,cats_annotation/2008_007873.mat
cats_images/2009_005211.jpg,cats_annotation/2009_005211.mat
cats_images/2010_000914.jpg,cats_annotation/2010_000914.mat
cats_images/2010_004681.jpg,cats_annotation/2010_004681.mat
cats_images/2010_000872.jpg,cats_annotation/2010_000872.mat
cats_images/2010_000157.jpg,cats_annotation/2010_000157.mat
cats_images/2009_004099.jpg,cats_annotation/2009_004099.mat
cats_images/2008_003726.jpg,cats_annotation/2008_003726.mat
cats_images/2008_007736.jpg,cats_annotation/2008_007736.mat
cats_images/2009_001835.jpg,cats_annotation/2009_001835.mat
cats_images/2010_004891.jpg,cats_annotation/2010_004891.mat
cats_images/2008_004022.jpg,cats_annotation/2008_004022.mat
cats_images/2008_005853.jpg,cats_annotation/2008_005853.mat
cats_images/2008_000724.jpg,cats_annotation/2008_000724.mat
cats_images/2010_005312.jpg,cats_annotation/2010_005312.mat
cats_images/2009_004841.jpg,cats_annotation/2009_004841.mat
cats_images/2009_000249.jpg,cats_annotation/2009_000249.mat
cats_images/2010_002583.jpg,cats_annotation/2010_002583.mat
cats_images/2010_005735.jpg,cats_annotation/2010_005735.mat
cats_images/2009_004051.jpg,cats_annotation/2009_004051.mat
cats_images/2008_001741.jpg,cats_annotation/2008_001741.mat
cats_images/2010_003845.jpg,cats_annotation/2010_003845.mat
cats_images/2010_002645.jpg,cats_annotation/2010_002645.mat
cats_images/2010_003227.jpg,cats_annotation/2010_003227.mat
cats_images/2009_000438.jpg,cats_annotation/2009_000438.mat
cats_images/2008_005882.jpg,cats_annotation/2008_005882.mat
cats_images/2008_002583.jpg,cats_annotation/2008_002583.mat
cats_images/2010_004638.jpg,cats_annotation/2010_004638.mat
cats_images/2010_000647.jpg,cats_annotation/2010_000647.mat
cats_images/2008_005064.jpg,cats_annotation/2008_005064.mat
cats_images/2008_006099.jpg,cats_annotation/2008_006099.mat
cats_images/2008_007256.jpg,cats_annotation/2008_007256.mat
cats_images/2008_005300.jpg,cats_annotation/2008_005300.mat
cats_images/2010_000001.jpg,cats_annotation/2010_000001.mat
cats_images/2010_000172.jpg,cats_annotation/2010_000172.mat
cats_images/2010_001452.jpg,cats_annotation/2010_001452.mat
cats_images/2008_007855.jpg,cats_annotation/2008_007855.mat
cats_images/2010_004007.jpg,cats_annotation/2010_004007.mat
cats_images/2010_000468.jpg,cats_annotation/2010_000468.mat
cats_images/2009_001369.jpg,cats_annotation/2009_001369.mat
cats_images/2010_000497.jpg,cats_annotation/2010_000497.mat
cats_images/2008_006520.jpg,cats_annotation/2008_006520.mat
cats_images/2008_003772.jpg,cats_annotation/2008_003772.mat
cats_images/2008_004374.jpg,cats_annotation/2008_004374.mat
cats_images/2009_001008.jpg,cats_annotation/2009_001008.mat
cats_images/2010_002392.jpg,cats_annotation/2010_002392.mat
cats_images/2009_000902.jpg,cats_annotation/2009_000902.mat
cats_images/2010_000842.jpg,cats_annotation/2010_000842.mat
cats_images/2009_002499.jpg,cats_annotation/2009_002499.mat
cats_images/2010_002626.jpg,cats_annotation/2010_002626.mat
cats_images/2010_003421.jpg,cats_annotation/2010_003421.mat
cats_images/2008_007914.jpg,cats_annotation/2008_007914.mat
cats_images/2008_000860.jpg,cats_annotation/2008_000860.mat
cats_images/2010_001744.jpg,cats_annotation/2010_001744.mat
cats_images/2008_002899.jpg,cats_annotation/2008_002899.mat
cats_images/2008_000660.jpg,cats_annotation/2008_000660.mat
cats_images/2010_002167.jpg,cats_annotation/2010_002167.mat
cats_images/2010_004467.jpg,cats_annotation/2010_004467.mat
cats_images/2008_006403.jpg,cats_annotation/2008_006403.mat
cats_images/2010_002371.jpg,cats_annotation/2010_002371.mat
cats_images/2010_004646.jpg,cats_annotation/2010_004646.mat
cats_images/2009_005158.jpg,cats_annotation/2009_005158.mat
cats_images/2008_003244.jpg,cats_annotation/2008_003244.mat
cats_images/2010_005948.jpg,cats_annotation/2010_005948.mat
cats_images/2010_002553.jpg,cats_annotation/2010_002553.mat
cats_images/2010_005732.jpg,cats_annotation/2010_005732.mat
cats_images/2010_005906.jpg,cats_annotation/2010_005906.mat
cats_images/2008_006609.jpg,cats_annotation/2008_006609.mat
cats_images/2010_001057.jpg,cats_annotation/2010_001057.mat
cats_images/2009_003601.jpg,cats_annotation/2009_003601.mat
cats_images/2010_003863.jpg,cats_annotation/2010_003863.mat
cats_images/2010_002354.jpg,cats_annotation/2010_002354.mat
cats_images/2008_003499.jpg,cats_annotation/2008_003499.mat
cats_images/2008_004232.jpg,cats_annotation/2008_004232.mat
cats_images/2008_005569.jpg,cats_annotation/2008_005569.mat
cats_images/2008_004579.jpg,cats_annotation/2008_004579.mat
cats_images/2010_005287.jpg,cats_annotation/2010_005287.mat
cats_images/2008_006657.jpg,cats_annotation/2008_006657.mat
cats_images/2010_004676.jpg,cats_annotation/2010_004676.mat
cats_images/2008_000196.jpg,cats_annotation/2008_000196.mat
cats_images/2009_000915.jpg,cats_annotation/2009_000915.mat
cats_images/2008_000056.jpg,cats_annotation/2008_000056.mat
cats_images/2009_002961.jpg,cats_annotation/2009_002961.mat
cats_images/2008_007085.jpg,cats_annotation/2008_007085.mat
cats_images/2010_003275.jpg,cats_annotation/2010_003275.mat
cats_images/2010_005208.jpg,cats_annotation/2010_005208.mat
cats_images/2010_004301.jpg,cats_annotation/2010_004301.mat
cats_images/2010_000875.jpg,cats_annotation/2010_000875.mat
cats_images/2008_000641.jpg,cats_annotation/2008_000641.mat
cats_images/2009_003985.jpg,cats_annotation/2009_003985.mat
cats_images/2008_004767.jpg,cats_annotation/2008_004767.mat
cats_images/2008_005550.jpg,cats_annotation/2008_005550.mat
cats_images/2010_002118.jpg,cats_annotation/2010_002118.mat
cats_images/2009_000132.jpg,cats_annotation/2009_000132.mat
cats_images/2008_002182.jpg,cats_annotation/2008_002182.mat
cats_images/2009_000284.jpg,cats_annotation/2009_000284.mat
cats_images/2008_005979.jpg,cats_annotation/2008_005979.mat
cats_images/2009_004210.jpg,cats_annotation/2009_004210.mat
cats_images/2010_000163.jpg,cats_annotation/2010_000163.mat
cats_images/2008_004119.jpg,cats_annotation/2008_004119.mat
cats_images/2008_001350.jpg,cats_annotation/2008_001350.mat
cats_images/2010_001344.jpg,cats_annotation/2010_001344.mat
cats_images/2010_005492.jpg,cats_annotation/2010_005492.mat
cats_images/2010_003898.jpg,cats_annotation/2010_003898.mat
cats_images/2010_004753.jpg,cats_annotation/2010_004753.mat
cats_images/2010_002965.jpg,cats_annotation/2010_002965.mat
cats_images/2008_007187.jpg,cats_annotation/2008_007187.mat
cats_images/2009_005251.jpg,cats_annotation/2009_005251.mat
cats_images/2009_000535.jpg,cats_annotation/2009_000535.mat
cats_images/2010_001193.jpg,cats_annotation/2010_001193.mat
cats_images/2009_001623.jpg,cats_annotation/2009_001623.mat
cats_images/2008_000116.jpg,cats_annotation/2008_000116.mat
cats_images/2010_003861.jpg,cats_annotation/2010_003861.mat
cats_images/2010_003988.jpg,cats_annotation/2010_003988.mat
cats_images/2010_000996.jpg,cats_annotation/2010_000996.mat
cats_images/2009_003118.jpg,cats_annotation/2009_003118.mat
cats_images/2010_004457.jpg,cats_annotation/2010_004457.mat
cats_images/2010_005344.jpg,cats_annotation/2010_005344.mat
cats_images/2010_001402.jpg,cats_annotation/2010_001402.mat
cats_images/2010_001842.jpg,cats_annotation/2010_001842.mat
cats_images/2009_002527.jpg,cats_annotation/2009_002527.mat
cats_images/2010_005216.jpg,cats_annotation/2010_005216.mat
cats_images/2009_005219.jpg,cats_annotation/2009_005219.mat
cats_images/2008_004732.jpg,cats_annotation/2008_004732.mat
cats_images/2010_002086.jpg,cats_annotation/2010_002086.mat
cats_images/2009_004940.jpg,cats_annotation/2009_004940.mat
cats_images/2009_005051.jpg,cats_annotation/2009_005051.mat
cats_images/2008_000839.jpg,cats_annotation/2008_000839.mat
cats_images/2008_004688.jpg,cats_annotation/2008_004688.mat
cats_images/2008_003559.jpg,cats_annotation/2008_003559.mat
cats_images/2008_004290.jpg,cats_annotation/2008_004290.mat
cats_images/2008_006430.jpg,cats_annotation/2008_006430.mat
cats_images/2008_004074.jpg,cats_annotation/2008_004074.mat
cats_images/2010_002855.jpg,cats_annotation/2010_002855.mat
cats_images/2008_006962.jpg,cats_annotation/2008_006962.mat
cats_images/2008_007662.jpg,cats_annotation/2008_007662.mat
cats_images/2010_004540.jpg,cats_annotation/2010_004540.mat
cats_images/2008_003624.jpg,cats_annotation/2008_003624.mat
cats_images/2010_000815.jpg,cats_annotation/2010_000815.mat
cats_images/2010_003823.jpg,cats_annotation/2010_003823.mat
cats_images/2008_007176.jpg,cats_annotation/2008_007176.mat
cats_images/2009_001689.jpg,cats_annotation/2009_001689.mat
cats_images/2008_005857.jpg,cats_annotation/2008_005857.mat
cats_images/2010_000261.jpg,cats_annotation/2010_000261.mat
cats_images/2010_001637.jpg,cats_annotation/2010_001637.mat
cats_images/2010_001177.jpg,cats_annotation/2010_001177.mat
cats_images/2008_007164.jpg,cats_annotation/2008_007164.mat
cats_images/2008_000824.jpg,cats_annotation/2008_000824.mat
cats_images/2009_001205.jpg,cats_annotation/2009_001205.mat
cats_images/2009_002592.jpg,cats_annotation/2009_002592.mat
cats_images/2008_004422.jpg,cats_annotation/2008_004422.mat
cats_images/2009_002753.jpg,cats_annotation/2009_002753.mat
cats_images/2008_007039.jpg,cats_annotation/2008_007039.mat
cats_images/2010_000269.jpg,cats_annotation/2010_000269.mat
cats_images/2010_000536.jpg,cats_annotation/2010_000536.mat
cats_images/2008_004640.jpg,cats_annotation/2008_004640.mat
cats_images/2010_004861.jpg,cats_annotation/2010_004861.mat
cats_images/2008_001210.jpg,cats_annotation/2008_001210.mat
cats_images/2010_004968.jpg,cats_annotation/2010_004968.mat
cats_images/2008_006081.jpg,cats_annotation/2008_006081.mat
cats_images/2008_006218.jpg,cats_annotation/2008_006218.mat
cats_images/2010_000067.jpg,cats_annotation/2010_000067.mat
cats_images/2008_004736.jpg,cats_annotation/2008_004736.mat
cats_images/2010_004575.jpg,cats_annotation/2010_004575.mat
cats_images/2009_003129.jpg,cats_annotation/2009_003129.mat
cats_images/2009_001719.jpg,cats_annotation/2009_001719.mat
cats_images/2010_003747.jpg,cats_annotation/2010_003747.mat
cats_images/2008_003420.jpg,cats_annotation/2008_003420.mat
cats_images/2008_002845.jpg,cats_annotation/2008_002845.mat
cats_images/2010_002973.jpg,cats_annotation/2010_002973.mat
cats_images/2010_005821.jpg,cats_annotation/2010_005821.mat
cats_images/2009_004150.jpg,cats_annotation/2009_004150.mat
cats_images/2010_002448.jpg,cats_annotation/2010_002448.mat
cats_images/2009_004176.jpg,cats_annotation/2009_004176.mat
cats_images/2008_007913.jpg,cats_annotation/2008_007913.mat
cats_images/2010_000218.jpg,cats_annotation/2010_000218.mat
cats_images/2008_006280.jpg,cats_annotation/2008_006280.mat
cats_images/2010_005513.jpg,cats_annotation/2010_005513.mat
cats_images/2010_003451.jpg,cats_annotation/2010_003451.mat
cats_images/2010_005048.jpg,cats_annotation/2010_005048.mat
cats_images/2010_004048.jpg,cats_annotation/2010_004048.mat
cats_images/2009_002628.jpg,cats_annotation/2009_002628.mat
cats_images/2010_005185.jpg,cats_annotation/2010_005185.mat
cats_images/2010_004402.jpg,cats_annotation/2010_004402.mat
cats_images/2008_000112.jpg,cats_annotation/2008_000112.mat
cats_images/2010_005592.jpg,cats_annotation/2010_005592.mat
cats_images/2008_000502.jpg,cats_annotation/2008_000502.mat
cats_images/2008_000464.jpg,cats_annotation/2008_000464.mat
cats_images/2010_000500.jpg,cats_annotation/2010_000500.mat
cats_images/2010_005899.jpg,cats_annotation/2010_005899.mat
cats_images/2009_002898.jpg,cats_annotation/2009_002898.mat
cats_images/2010_002192.jpg,cats_annotation/2010_002192.mat
cats_images/2009_003350.jpg,cats_annotation/2009_003350.mat
cats_images/2010_002136.jpg,cats_annotation/2010_002136.mat
cats_images/2008_007683.jpg,cats_annotation/2008_007683.mat
cats_images/2008_005673.jpg,cats_annotation/2008_005673.mat
cats_images/2009_002667.jpg,cats_annotation/2009_002667.mat
cats_images/2010_003249.jpg,cats_annotation/2010_003249.mat
cats_images/2008_004966.jpg,cats_annotation/2008_004966.mat
cats_images/2008_007324.jpg,cats_annotation/2008_007324.mat
cats_images/2010_001544.jpg,cats_annotation/2010_001544.mat
cats_images/2008_002234.jpg,cats_annotation/2008_002234.mat
cats_images/2010_003232.jpg,cats_annotation/2010_003232.mat
cats_images/2010_005072.jpg,cats_annotation/2010_005072.mat
cats_images/2010_004963.jpg,cats_annotation/2010_004963.mat
cats_images/2010_000118.jpg,cats_annotation/2010_000118.mat
cats_images/2010_000552.jpg,cats_annotation/2010_000552.mat
cats_images/2008_003622.jpg,cats_annotation/2008_003622.mat
cats_images/2010_002406.jpg,cats_annotation/2010_002406.mat
cats_images/2008_005496.jpg,cats_annotation/2008_005496.mat
cats_images/2010_004197.jpg,cats_annotation/2010_004197.mat
cats_images/2008_002293.jpg,cats_annotation/2008_002293.mat
cats_images/2009_002141.jpg,cats_annotation/2009_002141.mat
cats_images/2010_003675.jpg,cats_annotation/2010_003675.mat
cats_images/2008_001610.jpg,cats_annotation/2008_001610.mat
cats_images/2008_007610.jpg,cats_annotation/2008_007610.mat
cats_images/2009_001126.jpg,cats_annotation/2009_001126.mat
cats_images/2008_007130.jpg,cats_annotation/2008_007130.mat
cats_images/2009_003077.jpg,cats_annotation/2009_003077.mat
cats_images/2010_005257.jpg,cats_annotation/2010_005257.mat
cats_images/2008_002749.jpg,cats_annotation/2008_002749.mat
cats_images/2010_003190.jpg,cats_annotation/2010_003190.mat
cats_images/2009_001562.jpg,cats_annotation/2009_001562.mat
cats_images/2010_004841.jpg,cats_annotation/2010_004841.mat
cats_images/2010_005806.jpg,cats_annotation/2010_005806.mat
cats_images/2010_003764.jpg,cats_annotation/2010_003764.mat
cats_images/2008_005977.jpg,cats_annotation/2008_005977.mat
cats_images/2010_004257.jpg,cats_annotation/2010_004257.mat
cats_images/2008_005247.jpg,cats_annotation/2008_005247.mat
cats_images/2010_003966.jpg,cats_annotation/2010_003966.mat
cats_images/2008_001374.jpg,cats_annotation/2008_001374.mat
cats_images/2010_004573.jpg,cats_annotation/2010_004573.mat
cats_images/2010_005508.jpg,cats_annotation/2010_005508.mat
cats_images/2010_003579.jpg,cats_annotation/2010_003579.mat
cats_images/2010_004667.jpg,cats_annotation/2010_004667.mat
cats_images/2009_002228.jpg,cats_annotation/2009_002228.mat
cats_images/2010_005805.jpg,cats_annotation/2010_005805.mat
cats_images/2008_007941.jpg,cats_annotation/2008_007941.mat
cats_images/2008_000401.jpg,cats_annotation/2008_000401.mat
cats_images/2008_006629.jpg,cats_annotation/2008_006629.mat
cats_images/2008_007260.jpg,cats_annotation/2008_007260.mat
cats_images/2010_000661.jpg,cats_annotation/2010_000661.mat
cats_images/2010_001418.jpg,cats_annotation/2010_001418.mat
cats_images/2010_005425.jpg,cats_annotation/2010_005425.mat
cats_images/2008_007151.jpg,cats_annotation/2008_007151.mat
cats_images/2008_005780.jpg,cats_annotation/2008_005780.mat
cats_images/2009_004887.jpg,cats_annotation/2009_004887.mat
cats_images/2010_004691.jpg,cats_annotation/2010_004691.mat
cats_images/2010_001292.jpg,cats_annotation/2010_001292.mat
cats_images/2009_003783.jpg,cats_annotation/2009_003783.mat
cats_images/2010_000109.jpg,cats_annotation/2010_000109.mat
cats_images/2009_001094.jpg,cats_annotation/2009_001094.mat
cats_images/2008_005657.jpg,cats_annotation/2008_005657.mat
cats_images/2010_002533.jpg,cats_annotation/2010_002533.mat
cats_images/2010_000303.jpg,cats_annotation/2010_000303.mat
cats_images/2010_000175.jpg,cats_annotation/2010_000175.mat
cats_images/2009_001279.jpg,cats_annotation/2009_001279.mat
cats_images/2010_002479.jpg,cats_annotation/2010_002479.mat
cats_images/2008_001290.jpg,cats_annotation/2008_001290.mat
cats_images/2010_002025.jpg,cats_annotation/2010_002025.mat
cats_images/2009_001081.jpg,cats_annotation/2009_001081.mat
cats_images/2010_005239.jpg,cats_annotation/2010_005239.mat
cats_images/2010_001417.jpg,cats_annotation/2010_001417.mat
cats_images/2008_006868.jpg,cats_annotation/2008_006868.mat
cats_images/2008_007289.jpg,cats_annotation/2008_007289.mat
cats_images/2010_004171.jpg,cats_annotation/2010_004171.mat
cats_images/2008_005235.jpg,cats_annotation/2008_005235.mat
cats_images/2009_003660.jpg,cats_annotation/2009_003660.mat
cats_images/2009_003201.jpg,cats_annotation/2009_003201.mat
cats_images/2009_003718.jpg,cats_annotation/2009_003718.mat
cats_images/2010_005232.jpg,cats_annotation/2010_005232.mat
cats_images/2008_006347.jpg,cats_annotation/2008_006347.mat
cats_images/2010_002504.jpg,cats_annotation/2010_002504.mat
cats_images/2008_003841.jpg,cats_annotation/2008_003841.mat
cats_images/2008_007239.jpg,cats_annotation/2008_007239.mat
cats_images/2010_003982.jpg,cats_annotation/2010_003982.mat
cats_images/2009_001444.jpg,cats_annotation/2009_001444.mat
cats_images/2010_001147.jpg,cats_annotation/2010_001147.mat
cats_images/2010_004584.jpg,cats_annotation/2010_004584.mat
cats_images/2010_005505.jpg,cats_annotation/2010_005505.mat
cats_images/2008_005480.jpg,cats_annotation/2008_005480.mat
cats_images/2010_002963.jpg,cats_annotation/2010_002963.mat
cats_images/2010_003468.jpg,cats_annotation/2010_003468.mat
cats_images/2010_002040.jpg,cats_annotation/2010_002040.mat
cats_images/2008_006050.jpg,cats_annotation/2008_006050.mat
cats_images/2010_005143.jpg,cats_annotation/2010_005143.mat
cats_images/2008_003167.jpg,cats_annotation/2008_003167.mat
cats_images/2009_000684.jpg,cats_annotation/2009_000684.mat
cats_images/2008_004583.jpg,cats_annotation/2008_004583.mat
cats_images/2008_005770.jpg,cats_annotation/2008_005770.mat
cats_images/2009_004022.jpg,cats_annotation/2009_004022.mat
cats_images/2010_004023.jpg,cats_annotation/2010_004023.mat
cats_images/2009_005299.jpg,cats_annotation/2009_005299.mat
cats_images/2009_004705.jpg,cats_annotation/2009_004705.mat
cats_images/2009_004442.jpg,cats_annotation/2009_004442.mat
cats_images/2008_003386.jpg,cats_annotation/2008_003386.mat
cats_images/2010_003151.jpg,cats_annotation/2010_003151.mat
cats_images/2008_002793.jpg,cats_annotation/2008_002793.mat
cats_images/2008_000062.jpg,cats_annotation/2008_000062.mat
cats_images/2010_001386.jpg,cats_annotation/2010_001386.mat
cats_images/2009_004721.jpg,cats_annotation/2009_004721.mat
cats_images/2008_007469.jpg,cats_annotation/2008_007469.mat
cats_images/2009_004157.jpg,cats_annotation/2009_004157.mat
cats_images/2009_004382.jpg,cats_annotation/2009_004382.mat
cats_images/2008_002682.jpg,cats_annotation/2008_002682.mat
cats_images/2010_003641.jpg,cats_annotation/2010_003641.mat
cats_images/2010_000702.jpg,cats_annotation/2010_000702.mat
cats_images/2010_002587.jpg,cats_annotation/2010_002587.mat
cats_images/2010_003773.jpg,cats_annotation/2010_003773.mat
cats_images/2010_005193.jpg,cats_annotation/2010_005193.mat
